rooms,age,bath,neighborhood,aparment_floor,view,bedrooms,expenses,floor,nbr_floors,covered area,total_area,type,address,price
4.0,14 años,1.0,Núñez - Capital Federal,,,2.0,,,,64.0,72.0,Departamento,Correa 1600 A Mts De Libertador,25000
3.0,10 años,2.0,Puerto Madero - Capital Federal,,,2.0,,,,132.0,138.0,,Azucena Villaflor Entre Juana Manso,3000
3.0,,2.0,Puerto Madero - Capital Federal,,,2.0,,,,125.0,134.0,Departamento,Azucena Villaflor,3200
3.0,,3.0,Palermo - Capital Federal,,Frente,2.0,14000.0,,,102.0,114.0,Departamento,Beruti 4600,65000
3.0,,2.0,Núñez - Capital Federal,,Frente,2.0,,,,80.0,80.0,Departamento,Pico 2300,3200
7.0,0 años,3.0,Palermo - Capital Federal,,,5.0,40000.0,,1.0,410.0,410.0,,Av. Del Libertador Al 3700,3500
3.0,8 años,1.0,Palermo - Capital Federal,,Frente,2.0,,,2.0,68.0,71.0,,Demaria Entre Godoy Cruz Y Oro,1700
4.0,38 años,4.0,Belgrano - Capital Federal,,Frente,3.0,14500.0,,,150.0,165.0,,Migueletes Al 1700 (j. Hernandez Y La Pampa),50000
5.0,,3.0,Belgrano - Capital Federal,,Frente,4.0,60375.0,,33.0,420.0,420.0,Piso,Echeverria 1800,10000
4.0,38 años,2.0,Palermo - Capital Federal,,Frente,3.0,18000.0,,8.0,170.0,190.0,Piso,Gelly 3400,45000
3.0,12 años,3.0,Puerto Madero - Capital Federal,,Frente,,36000.0,,,180.0,,,Julieta Lanteri 1202,5500
3.0,,1.0,Balvanera - Capital Federal,,Interno,2.0,1500.0,,,95.0,95.0,Departamento,Castelli 100,15000
4.0,0 años,2.0,Recoleta - Capital Federal,,,3.0,,,,200.0,200.0,,Tagle 2550,1900
3.0,0 años,1.0,Villa Luro - Capital Federal,,,2.0,1.0,,,62.0,65.0,,"Patron Al 5800, Entre Pola Y Fonrouge",19500
4.0,41 años,3.0,Palermo Chico - Capital Federal,,Frente,3.0,,,,135.0,135.0,Piso,Figueroa Alcorta 3000,65000
3.0,,2.0,Villa Urquiza - Capital Federal,,,2.0,8500.0,,,6962.0,180.0,,Echeverria 4225,40000
3.0,75 años,2.0,Recoleta - Capital Federal,,Frente,2.0,9824.0,,,128.0,128.0,,Paraná Al 1200,35000
4.0,,2.0,Palermo - Capital Federal,,Frente,3.0,18000.0,,8.0,2043.0,204.0,Departamento,Del Libertador Av. 2300,4000
3.0,8 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,15000.0,,,96.0,114.0,Departamento,Juana Manso Al 600,2200
5.0,55 años,2.0,Retiro - Capital Federal,,,3.0,18000.0,,,176.0,176.0,Departamento,Posadas Y Cerrito A Mts De La Recova,72000
3.0,0 años,2.0,Puerto Madero - Capital Federal,,,2.0,28500.0,,52.0,188.0,188.0,Departamento,Marta Lynch Al 400,4000
4.0,,,Recoleta - Capital Federal,,,3.0,,,,104.0,112.0,Departamento,French Entre Azcuenaga Y Uriburu,29000
3.0,,2.0,Retiro - Capital Federal,,,2.0,,,,137.0,137.0,Departamento,Arroyo 800,42900
3.0,10 años,2.0,Palermo Hollywood - Capital Federal,,Contrafrente,2.0,13500.0,,,100.0,106.0,,"Humboldt , Palermo Hollywood",60000
2.0,40 años,1.0,Villa Urquiza - Capital Federal,,Lateral,1.0,1800.0,3.0,,38.0,38.0,Departamento,Mariano Acha 2568,8000
4.0,25 años,2.0,Recoleta - Capital Federal,2.0,Contrafrente,3.0,16000.0,,11.0,130.0,137.0,Departamento,Montevideo Al 1900,62000
3.0,45 años,3.0,Palermo Chico - Capital Federal,1.0,Frente,2.0,15000.0,,,146.0,180.0,Departamento,Av. Libertador  Al 2300,2400
4.0,38 años,4.0,Las Cañitas - Capital Federal,,Frente,3.0,14500.0,,,150.0,165.0,,Migueletes Al 1700 (j. Hernandez Y La Pampa),50000
,3 años,2.0,Puerto Madero - Capital Federal,,,2.0,,,1.0,,,,Aimé Painé Al 1100,7500
4.0,0 años,2.0,Belgrano - Capital Federal,,Frente,3.0,,,,121.0,137.0,,Mirabilia Belgrano - Arcos Al 2646 - Piso 23e - Belgrano,3500
4.0,,2.0,Núñez - Capital Federal,,Frente,3.0,19500.0,,25.0,140.0,140.0,Semi piso,Av. Congreso 1800,2900
4.0,,2.0,Belgrano - Capital Federal,,Frente,3.0,19500.0,,25.0,140.0,140.0,Semi piso,Av. Congreso 1800,2900
3.0,0 años,2.0,Puerto Madero - Capital Federal,,,2.0,28500.0,,52.0,188.0,188.0,Departamento,Marta Lynch Al 400,4000
3.0,50 años,2.0,Palermo Nuevo - Capital Federal,,Contrafrente,2.0,7960.0,,,104.0,110.0,,Fray Justo Santa María De Oro Al 3000 Entre Seguí Y Av. Del Libertador,38000
4.0,30 años,3.0,Palermo - Capital Federal,,Frente,3.0,,,1.0,145.0,180.0,,Av. Del Libertador Al 5000,2500
4.0,0 años,2.0,Belgrano C - Capital Federal,,Frente,3.0,,,,121.0,137.0,,Mirabilia Belgrano - Arcos Al 2646 - Piso 23e - Belgrano,3500
3.0,0 años,2.0,Balvanera - Capital Federal,2.0,Contrafrente,2.0,5000.0,,8.0,62.0,65.0,Departamento,Alberti  Al 500,20000
4.0,40 años,1.0,Belgrano - Capital Federal,,Frente,3.0,4000.0,,,77.0,77.0,,Zavala Al 1700,29500
4.0,24 años,4.0,Palermo Chico - Capital Federal,,,3.0,15000.0,,,130.0,140.0,Departamento,Godoy Cruz  Al 3000,3300
4.0,19 años,2.0,Belgrano - Capital Federal,,Contrafrente,3.0,8900.0,,1.0,80.0,86.0,,Ciudad De La Paz 1638,37000
3.0,,2.0,Puerto Madero - Capital Federal,,,2.0,,,,123.0,130.0,Departamento,Azucena Villaflor Al 500,3000
4.0,,1.0,Palermo - Capital Federal,,,3.0,16000.0,,,137.0,137.0,Departamento,Vidt 2004 Y Guemes,29000
4.0,30 años,3.0,Villa Del Parque - Capital Federal,14.0,,3.0,,,3.0,102.0,115.0,,Nazarre  2600,28000
4.0,,3.0,Colegiales - Capital Federal,,Contrafrente,3.0,,,5.0,190.0,200.0,Departamento,"Arenal, Concepcion 3400",3500
3.0,45 años,1.0,Retiro - Capital Federal,6.0,Interno,2.0,3100.0,,10.0,45.0,45.0,Departamento,Suipacha Al 200,14000
3.0,60 años,1.0,Villa Urquiza - Capital Federal,4.0,Contrafrente,2.0,4000.0,7.0,11.0,75.0,75.0,Departamento,Los Incas  4200,18000
4.0,10 años,5.0,Belgrano - Capital Federal,,Frente,3.0,30000.0,,18.0,250.0,320.0,,"11 De Septiembre Entre Del Pino, Virrey Y Loreto, Virrey",8500
3.0,0 años,1.0,Belgrano - Capital Federal,,Contrafrente,2.0,4200.0,,,51.0,51.0,,Olaguer Y Feliu  Al 2700,17000
3.0,0 años,2.0,Recoleta - Capital Federal,,Contrafrente,2.0,,,,104.0,108.0,Departamento,Parana  Al 1200,25000
5.0,22 años,4.0,Belgrano R - Capital Federal,1.0,Frente,3.0,17000.0,,18.0,210.0,220.0,Piso,Avenida De Los Incas 3400,47000
4.0,40 años,1.0,Caballito - Capital Federal,,Frente,3.0,8400.0,,1.0,100.0,106.0,,Planes Al 600,26000
3.0,19 años,2.0,Barrio Norte - Capital Federal,,,1.0,5135.0,,,61.0,64.0,Departamento,Sanchez De Bustamante 2500,28000
3.0,,2.0,Caballito - Capital Federal,,Frente,2.0,3200.0,,14.0,58.0,61.0,Departamento,Viel 200,15000
5.0,35 años,3.0,Retiro - Capital Federal,,Frente,4.0,40000.0,,1.0,330.0,350.0,,Esmeralda Al 1100 Y Santa Fe,50000
4.0,8 años,2.0,Belgrano - Capital Federal,,Contrafrente,3.0,16021.0,,9.0,141.0,154.0,,Maure Al 2300 Entre Av. Cabildo Y 3 De Febrero,2800
4.0,0 años,2.0,Recoleta - Capital Federal,,,3.0,,,,,,,Alvear Al 1800,1500
3.0,50 años,1.0,Belgrano - Capital Federal,,Frente,2.0,,,1.0,101.0,101.0,,San Benito De Palermo Al 1500,25000
4.0,,2.0,Palermo - Capital Federal,,Frente,3.0,17000.0,,30.0,140.0,150.0,Piso,Coronel Diaz 2700,50000
4.0,,3.0,Belgrano - Capital Federal,,Contrafrente,3.0,10800.0,,14.0,100.0,110.0,Departamento,La Pampa 2000,43500
3.0,65 años,1.0,Once - Capital Federal,3.0,Interno,2.0,,11.0,12.0,46.0,46.0,,Avenida Jujuy 500,12500
3.0,10 años,2.0,Belgrano - Capital Federal,,Contrafrente,2.0,10000.0,,,75.0,80.0,,Avenida Del Libertador Al 5600,29500
4.0,0 años,3.0,Palermo - Capital Federal,,Frente,3.0,25000.0,,14.0,230.0,240.0,Departamento,Av. Libertador  Al 2200,3500
4.0,,3.0,Belgrano - Capital Federal,,Contrafrente,3.0,9500.0,,12.0,116.0,121.0,Departamento,O´higgins 1700,37900
4.0,0 años,3.0,Puerto Madero - Capital Federal,,,3.0,,,,130.0,142.0,Departamento,Aime Paine Al 1300,99000
3.0,8 años,2.0,Puerto Madero - Capital Federal,,Frente,2.0,16000.0,,1.0,105.0,110.0,,Torres Del Yacht - Juana Manso  Al 600,1900
4.0,40 años,3.0,Palermo - Capital Federal,,Frente,3.0,1.0,,1.0,120.0,134.0,,Av. Las Heras 3100 Piso 1º,49000
4.0,30 años,3.0,Barrio Norte - Capital Federal,,Frente,4.0,12000.0,,,110.0,120.0,Departamento,Laprida  1300,22000
4.0,10 años,3.0,Puerto Madero - Capital Federal,,Frente,3.0,22000.0,,,140.0,140.0,Departamento,Aime Paime 1300,49000
4.0,16 años,3.0,Puerto Madero - Capital Federal,,Frente,3.0,22000.0,,1.0,233.0,233.0,,Azucena Villaflor Al 600,6000
5.0,50 años,2.0,Palermo - Capital Federal,,Frente,3.0,32000.0,,,220.0,,,Av Libertador Al 2200,4000
4.0,,2.0,Palermo - Capital Federal,,Contrafrente,3.0,15000.0,,,126.0,138.0,Departamento,"Las Heras, Av. 4000",1800
4.0,30 años,3.0,Las Cañitas - Capital Federal,,Frente,3.0,,,1.0,145.0,180.0,,Av. Del Libertador Al 5000,2500
5.0,35 años,3.0,Recoleta - Capital Federal,,Frente,3.0,20000.0,,,206.0,216.0,Departamento,Montevideo Al 1900,2300
3.0,0 años,2.0,Palermo - Capital Federal,1.0,Frente,2.0,6500.0,,10.0,93.0,100.0,Departamento,Coronel Diaz  Al 1500,1300
3.0,10 años,2.0,Belgrano - Capital Federal,,,2.0,9400.0,,,80.0,80.0,Departamento,Olazabal Al 2200,1800
3.0,40 años,1.0,Belgrano - Capital Federal,,Frente,2.0,5900.0,,,75.0,80.0,,Juramento  Y Vidal,23000
3.0,0 años,2.0,Barrio Norte - Capital Federal,1.0,Frente,2.0,6500.0,,10.0,93.0,100.0,Departamento,Coronel Diaz  Al 1500,1300
3.0,0 años,,Puerto Madero - Capital Federal,,Frente,2.0,23859.0,,8.0,168.0,178.0,Departamento,Guevara Trinidad Al 300,5000
3.0,8 años,2.0,Palermo Hollywood - Capital Federal,,,2.0,,,,70.0,77.0,,Mirabilia Palermo - Humboldt 2000 - Palermo Hollywood,2200
3.0,0 años,2.0,Belgrano - Capital Federal,,,2.0,,,,117.0,117.0,Departamento,Castañeda Al 2000,3000
6.0,0 años,5.0,Belgrano - Capital Federal,,Frente,4.0,40000.0,,3.0,478.0,533.0,,Ramsay Al 2000,25000
3.0,0 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,35000.0,,,,125.0,,Aime Paine Al 1100,5500
4.0,35 años,2.0,Barrio Norte - Capital Federal,,Frente,3.0,20000.0,,8.0,131.0,142.0,,Arenales Al 1300,38000
4.0,,2.0,Palermo - Capital Federal,,Frente,3.0,,,21.0,90.0,100.0,Departamento,Juncal 4600,2500
3.0,50 años,2.0,Recoleta - Capital Federal,,Frente,2.0,16830.0,,,122.0,126.0,,Arroyo Al 1100,2800
4.0,40 años,2.0,Belgrano Barrancas - Capital Federal,,Frente,3.0,,,,221.0,242.0,,Virrey Del Pino Al 1700,3200
6.0,95 años,3.0,Recoleta - Capital Federal,1.0,Frente,3.0,12000.0,,1.0,174.0,174.0,Departamento,Rodriguez Peña Al 1800,3000
6.0,0 años,3.0,Palermo Viejo - Capital Federal,2.0,Frente,3.0,10500.0,,,174.0,178.0,Departamento,Juez Tedin Al 2800,3200
3.0,0 años,3.0,Palermo Chico - Capital Federal,,,2.0,,,,130.0,130.0,Departamento,Silvio L. Ruggieri Al 3000,2600
3.0,0 años,2.0,Las Cañitas - Capital Federal,,,2.0,,,,70.0,70.0,Departamento,Arce Al 800,50000
4.0,35 años,1.0,Villa Devoto - Capital Federal,2.0,Frente,3.0,4700.0,,4.0,106.0,124.0,Departamento,Concordia  Al 4000,30000
3.0,0 años,1.0,Palermo Chico - Capital Federal,,,2.0,11500.0,,,95.0,101.0,Departamento,Segui  Al 4700,2000
3.0,,2.0,Retiro - Capital Federal,,Frente,2.0,,,26.0,70.0,70.0,Departamento,Arroyo 800,1900
4.0,,1.0,Balvanera - Capital Federal,,Contrafrente,3.0,5000.0,,,,,Departamento,Av. Corrientes 2900,20000
3.0,20 años,1.0,Almagro - Capital Federal,,Frente,2.0,5100.0,,,48.0,53.0,,Rivadavia Al 4300,18000
3.0,,2.0,Núñez - Capital Federal,,,2.0,,,,70.0,70.0,Departamento,Crisologo Larralde 2400,39000
3.0,9 años,2.0,Palermo - Capital Federal,,Frente,2.0,5000.0,,,65.0,75.0,,Charcas Al 3000,24000
3.0,47 años,1.0,Palermo - Capital Federal,,Contrafrente,2.0,7750.0,,1.0,79.0,86.0,,Dorrego Y Luis M. Campos,21000
3.0,40 años,2.0,Barrio Norte - Capital Federal,,,2.0,14000.0,,1.0,120.0,120.0,,Av Alvear 1881,35000
4.0,,2.0,Villa Del Parque - Capital Federal,,,3.0,,,,82.0,82.0,,Cuenca 3244,30000
3.0,75 años,1.0,Parque Avellaneda - Capital Federal,6.0,Frente,2.0,,4.0,1.0,51.0,51.0,Departamento,José Enrique Rodo   4200 4°,14500
3.0,70 años,1.0,Recoleta - Capital Federal,3.0,Frente,2.0,7323.0,,8.0,100.0,102.0,Departamento,Cordoba Av. Al 1300,35000
3.0,,1.0,Paternal - Capital Federal,,,2.0,,,,70.0,90.0,,Julian Alvarez 300,20000
3.0,40 años,2.0,Barrio Norte - Capital Federal,,Contrafrente,2.0,14000.0,,1.0,120.0,120.0,,Av Alvear Al 1800,35000
4.0,,3.0,Belgrano - Capital Federal,,Frente,3.0,7170.0,,8.0,84.0,90.0,Departamento,"Campos, Luis Maria 1100",22000
4.0,,3.0,Núñez - Capital Federal,,Frente,2.0,6000.0,10.0,,120.0,126.0,Semi piso,Avenida Del Libertador 7510,32000
3.0,35 años,2.0,Floresta - Capital Federal,,Frente,2.0,,,,62.0,65.0,Departamento,Felipe Vallese Al 3900,18000
4.0,,2.0,Balvanera - Capital Federal,,Frente,3.0,10000.0,,,110.0,120.0,Departamento,Av. Pueyrredon  800,30000
3.0,6 años,2.0,Palermo - Capital Federal,,Frente,2.0,10000.0,,1.0,64.0,91.0,,Pasaje Convención Al 1900,28000
3.0,15 años,1.0,Puerto Madero - Capital Federal,,Frente,2.0,12000.0,,,67.0,70.0,,Juana Manso Al 1600,35000
3.0,,1.0,Belgrano - Capital Federal,,Frente,2.0,6000.0,,,77.0,91.0,Departamento,Virrey Del Pino 2300,24500
3.0,60 años,2.0,Barrio Norte - Capital Federal,,Frente,2.0,20000.0,,1.0,160.0,160.0,,Montevideo 1900 E/posadas Y Del Libertador,35000
4.0,30 años,2.0,Barrio Norte - Capital Federal,,Frente,3.0,10475.0,,10.0,150.0,161.0,,Junin Al 1500  Entre Pacheco De Melo  Y Av. Las Heras,1500
2.0,0 años,1.0,Barrio Norte - Capital Federal,3.0,Contrafrente,1.0,3500.0,,11.0,52.0,56.0,Departamento,Pueyrredon  Al 1200,198000
3.0,0 años,2.0,Palermo - Capital Federal,,Frente,2.0,,,,63.0,68.0,,Humboldt 1950,1650
3.0,20 años,2.0,Belgrano - Capital Federal,,Frente,2.0,17000.0,,,130.0,137.0,,Mendoza Al 1000,52000
3.0,0 años,1.0,Palermo Soho - Capital Federal,,Frente,2.0,,,,,70.0,,Guatemala Al 4500,50000
1.0,0 años,1.0,Palermo - Capital Federal,,Lateral,,4500.0,,3.0,38.0,45.0,,Malabia Al 1900,19000
4.0,45 años,2.0,Palermo - Capital Federal,,Frente,3.0,17000.0,,,185.0,200.0,,Cavia Al 3000,95000
5.0,25 años,,Belgrano - Capital Federal,,Frente,4.0,18000.0,,,170.0,185.0,,3 De Febrero Al 1700,3300
3.0,,1.0,Belgrano - Capital Federal,,,2.0,4500.0,,,69.0,69.0,Departamento,Maure 2400,29500
3.0,0 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,,,1.0,,230.0,,Macacha Guemes Al 300,5000
3.0,0 años,2.0,Recoleta - Capital Federal,,,2.0,6700.0,,,64.0,64.0,Departamento,Libertador  Al 200,18000
3.0,70 años,2.0,Recoleta - Capital Federal,,Frente,2.0,9500.0,,1.0,128.0,128.0,,Parana Al 1200 Y Juncal,35000
3.0,5 años,2.0,Belgrano - Capital Federal,,Frente,1.0,15000.0,,,93.0,112.0,,Castañeda Al 2000,2800
3.0,10 años,2.0,Puerto Madero - Capital Federal,,,3.0,1700.0,,,100.0,100.0,Departamento,Saenz Manuela Al 400,2500
4.0,20 años,3.0,Belgrano - Capital Federal,,Frente,3.0,,,,171.0,171.0,Semi piso,Arribeños 1600,4000
3.0,35 años,1.0,Coghlan - Capital Federal,,Frente,1.0,3000.0,,,54.0,58.0,Departamento,Tronador 2682,14500
3.0,65 años,2.0,Barrio Norte - Capital Federal,,Frente,2.0,9900.0,,6.0,181.0,181.0,Departamento,Santa Fe Av. Al 1200,48000
4.0,15 años,2.0,Puerto Madero - Capital Federal,,Frente,3.0,20760.0,,1.0,133.0,148.0,,Rio Plaza - Aime Paine Al 1300,2500
3.0,10 años,2.0,Puerto Madero - Capital Federal,,Contrafrente,2.0,,,1.0,120.0,130.0,,Le Parc Torre Boulevard - Azucena Villaflor 550,2800
5.0,35 años,3.0,Barrio Norte - Capital Federal,,Frente,3.0,20000.0,,,206.0,216.0,Departamento,Montevideo Al 1900,2200
3.0,50 años,1.0,San Telmo - Capital Federal,,Frente,2.0,3500.0,,,60.0,60.0,,Humberto 1° Al 300,16500
3.0,0 años,3.0,Recoleta - Capital Federal,,Contrafrente,2.0,,,22.0,93.0,93.0,Departamento,Parera Al 100,59000
,0 años,4.0,Belgrano - Capital Federal,,,3.0,,,,300.0,325.0,,"11 De Septiembre 1555, Piso Alto",8500
3.0,1 años,3.0,Las Cañitas - Capital Federal,,,2.0,1.0,,,120.0,130.0,Departamento,Migueletes Al 800,3000
4.0,7 años,2.0,Belgrano Chico - Capital Federal,,Contrafrente,3.0,8500.0,,2.0,125.0,155.0,,Husares Al 1800,2800
3.0,30 años,1.0,Las Cañitas - Capital Federal,,Frente,2.0,2500.0,,8.0,62.0,70.0,,Teodoro Garcia Al 1700,17900
,0 años,4.0,Belgrano - Capital Federal,,,3.0,,,,300.0,325.0,,"11 De Septiembre 1555, Piso Alto",8500
7.0,,3.0,Monserrat - Capital Federal,,Frente,6.0,,,3.0,212.0,423.0,Piso,"Callao, Avda. 300",40000
3.0,0 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,35000.0,,,,125.0,,Aime Paine Al 1100,5500
4.0,0 años,2.0,Palermo - Capital Federal,,Contrafrente,3.0,,,,120.0,125.0,,Julian Alvarez Al 2300 - 4 Ambientes De Categoría,3200
4.0,50 años,4.0,Palermo Chico - Capital Federal,1.0,Frente,3.0,16000.0,,12.0,186.0,200.0,Departamento,"Avda, Del Libertador Al 2600",3800
4.0,60 años,1.0,Recoleta - Capital Federal,,Frente,3.0,13600.0,,,90.0,102.0,,Peña Al 2000,23000
3.0,10 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,,,,148.0,178.0,Departamento,Martha Salotti Al 400,3500
4.0,30 años,3.0,Palermo Chico - Capital Federal,,,3.0,15000.0,,,136.0,144.0,Departamento,Godoy Cruz Al 3000,3200
3.0,,2.0,Belgrano - Capital Federal,,Contrafrente,2.0,7000.0,,14.0,90.0,97.0,Departamento,Cuba 1800,32000
5.0,40 años,2.0,Recoleta - Capital Federal,,Frente,3.0,4200.0,,,90.0,,,Talcahuano  Al 900,26000
3.0,60 años,1.0,Once - Capital Federal,17.0,Frente,2.0,3200.0,12.0,15.0,40.0,46.0,Departamento,Alberti 100,13000
8.0,38 años,2.0,Recoleta - Capital Federal,4.0,Contrafrente,2.0,4044.0,4.0,8.0,65.0,73.0,Departamento,Mansilla 2543,17000
3.0,35 años,2.0,Palermo - Capital Federal,,Frente,2.0,3000.0,,,70.0,70.0,,Ruggieri Silvio L.  Al 2700,22000
,10 años,1.0,Floresta - Capital Federal,3.0,Frente,1.0,,4.0,12.0,51.0,55.0,,Mercedes  390,12000
3.0,,2.0,Barrio Norte - Capital Federal,,Frente,2.0,7.0,,,85.0,100.0,Departamento,Charcas 2800,22000
3.0,8 años,1.0,Liniers - Capital Federal,3.0,Frente,2.0,3000.0,,4.0,65.0,65.0,Departamento,Caaguazu 6196,15000
4.0,40 años,1.0,Flores - Capital Federal,,Frente,3.0,8500.0,,,,110.0,,Ramon Falcon Al 2300,24000
3.0,,2.0,Villa Urquiza - Capital Federal,,,2.0,,,,85.0,85.0,Departamento,Blanco Encalada 5000,20000
3.0,65 años,1.0,Congreso - Capital Federal,3.0,Interno,2.0,,11.0,12.0,46.0,46.0,,Avenida Jujuy 500,12500
5.0,0 años,3.0,Belgrano - Capital Federal,,Frente,3.0,30000.0,,1.0,237.0,250.0,,Ramsay Al 2000,15000
3.0,40 años,1.0,Villa Devoto - Capital Federal,5.0,Contrafrente,2.0,2200.0,,8.0,58.0,63.0,Departamento,Av. Gral. Mosconi Al 3600,16000
2.0,4 años,1.0,Villa Pueyrredón - Capital Federal,4.0,Frente,1.0,3800.0,3.0,6.0,45.0,47.0,Departamento,Helguera 4500,14000
3.0,0 años,1.0,Barrio Norte - Capital Federal,,,2.0,6500.0,,,,,,Av. Cordoba Al 2400,20000
3.0,6 años,1.0,Villa Luro - Capital Federal,,Frente,2.0,,,1.0,60.0,65.0,,Moreto 62,22100
3.0,5 años,2.0,Belgrano - Capital Federal,2.0,Frente,2.0,9000.0,,4.0,102.0,102.0,Departamento,Tunez Al 2500,35000
3.0,0 años,2.0,Belgrano Chico - Capital Federal,,Frente,2.0,10000.0,,1.0,86.0,94.0,,Dragones Al 2200,2500
3.0,,2.0,Palermo - Capital Federal,,,2.0,,,,110.0,110.0,Departamento,Ocampo 2535,37000
4.0,39 años,2.0,Belgrano - Capital Federal,,,3.0,7400.0,,,103.0,103.0,Dúplex,Av. Cramer 2400,30000
3.0,5 años,1.0,Palermo Soho - Capital Federal,,,2.0,7000.0,,,70.0,80.0,,Armenia Al 2200,1450
4.0,,3.0,Palermo - Capital Federal,,Frente,3.0,,,,150.0,150.0,Departamento,Migueletes 800,5000
3.0,0 años,2.0,Puerto Madero - Capital Federal,,,2.0,15000.0,,,130.0,135.0,,Azucena Villaflor Al 500,2600
3.0,10 años,2.0,Puerto Madero - Capital Federal,,Contrafrente,2.0,10160.0,,8.0,77.0,80.0,,Aime Paine  Al 1600,1150
4.0,10 años,2.0,Palermo - Capital Federal,,Contrafrente,3.0,15000.0,,1.0,137.0,150.0,,Sinclair Entre Demaria              Y Cerviño,3000
4.0,55 años,2.0,Recoleta - Capital Federal,,Contrafrente,3.0,5500.0,,,80.0,85.0,Departamento,Parana Al 1100,25000
,55 años,2.0,Recoleta - Capital Federal,,Frente,3.0,20000.0,,,225.0,225.0,,"Piso Amoblado En Alquiler  3 Dormitorios Con Dependencia Y Cochera Fija En Recoleta. Quintana 300,  Recoleta",2500
5.0,0 años,4.0,Recoleta - Capital Federal,,Contrafrente,3.0,15000.0,,2.0,195.0,199.0,Departamento,Rodriguez Peña Al 1300,2700
8.0,42 años,4.0,Recoleta - Capital Federal,3.0,Frente,4.0,28000.0,,11.0,360.0,360.0,Departamento,Av. Alvear  Al 1500,3500
,3 años,2.0,Puerto Madero - Capital Federal,,,1.0,,,1.0,,,,Aimé Painé Al 1100,5000
4.0,0 años,2.0,Palermo Nuevo - Capital Federal,,Frente,3.0,14000.0,,,140.0,148.0,,Fray Justo Santa María De Oro Al 2700,1900
3.0,0 años,2.0,San Telmo - Capital Federal,6.0,Frente,2.0,5000.0,,17.0,73.0,81.0,Departamento,Chile  Al 1200,1500
3.0,9 años,2.0,Puerto Madero - Capital Federal,,Contrafrente,2.0,12000.0,,,107.0,,,Lola Mora 400,1900
4.0,,3.0,Palermo - Capital Federal,,Frente,3.0,18000.0,,14.0,166.0,185.0,Piso,"Del Libertador, Avda. 2300",3200
1.0,0 años,1.0,Palermo - Capital Federal,,Lateral,1.0,4500.0,,3.0,36.0,43.0,,Malabia Al 1900,19000
7.0,,3.0,Monserrat - Capital Federal,,Contrafrente,6.0,24500.0,,13.0,328.0,418.0,Departamento,"Corrientes, Avda. 1900",80000
4.0,,3.0,Recoleta - Capital Federal,,Frente,3.0,17000.0,,,115.0,115.0,Departamento,Peña 3000,25000
4.0,20 años,3.0,Recoleta - Capital Federal,,,4.0,25000.0,,,235.0,235.0,,Montevideo 1900,7000
4.0,2 años,2.0,Belgrano - Capital Federal,,,3.0,17800.0,,,,153.0,,La Pampa Entre Donado Y Holmberg,55000
3.0,0 años,2.0,Palermo - Capital Federal,,Frente,1.0,,,,80.0,80.0,,Niceto Vega Al 5800,1800
3.0,45 años,1.0,Retiro - Capital Federal,,Frente,2.0,5700.0,,11.0,67.0,103.0,,Arenales Al 900,1250
3.0,,1.0,Barrio Norte - Capital Federal,2.0,Frente,2.0,,2.0,6.0,53.0,60.0,,Uriarte 2269,14000
4.0,30 años,2.0,Retiro - Capital Federal,,Frente,3.0,21000.0,,25.0,175.0,186.0,,Talcahuano Al 1200,3000
4.0,45 años,1.0,Villa Del Parque - Capital Federal,,Frente,3.0,3000.0,,,90.0,100.0,,Tinogasta Al 3200,18000
3.0,40 años,2.0,Recoleta - Capital Federal,,Frente,2.0,14000.0,,1.0,122.0,122.0,,Av Alvear 1881,35000
2.0,,2.0,Belgrano - Capital Federal,,Contrafrente,1.0,6500.0,3.0,,45.0,50.0,Departamento,Ramon Freire 2400,17000
3.0,,1.0,Almagro - Capital Federal,,,2.0,,,,70.0,90.0,,Julian Alvarez 300,20000
3.0,8 años,2.0,Retiro - Capital Federal,,,2.0,6300.0,,9.0,86.0,90.0,Semi piso,Esmeralda 964,34000
4.0,25 años,3.0,Palermo - Capital Federal,2.0,Frente,4.0,10000.0,4.0,12.0,82.0,90.0,Departamento,Cabello 3900,35000
3.0,,3.0,Puerto Madero - Capital Federal,,Frente,2.0,,,,165.0,230.0,,Macacha Guemes 330,5900
2.0,0 años,1.0,Villa Devoto - Capital Federal,8.0,Contrafrente,1.0,1000.0,,3.0,36.0,42.0,Departamento,Vallejos Al 4400,19000
3.0,,2.0,Puerto Madero - Capital Federal,,,2.0,,,,130.0,130.0,Departamento,Camila O' Gorman 373,1900
4.0,0 años,3.0,Recoleta - Capital Federal,,Frente,3.0,11000.0,,,130.0,130.0,Departamento,Ayacucho Al 2000,30000
3.0,0 años,2.0,Belgrano - Capital Federal,,,2.0,,,,220.0,,,Avenida Del Libertador 5800,75000
3.0,40 años,2.0,Recoleta - Capital Federal,,Contrafrente,2.0,13000.0,,,110.0,100.0,,Avenida Alvear Al 1600,26000
4.0,45 años,2.0,Belgrano - Capital Federal,,,3.0,,,,65.0,73.0,Departamento,Avda Libertador Y Sucre,30000
