rooms,age,bath,neighborhood,aparment_floor,view,bedrooms,expenses,floor,nbr_floors,covered area,total_area,type,address,price
2.0,7 años,1.0,Parque Chacabuco - Capital Federal,,,1.0,,,,38.0,38.0,Departamento,Zañartu Y Victor Martinez,8000
2.0,,1.0,Belgrano - Capital Federal,,Lateral,1.0,3050.0,,,39.0,41.0,Departamento,Cramer 1800,12000
2.0,0 años,1.0,Belgrano - Capital Federal,,,1.0,3000.0,,,48.0,48.0,,Pampa Al 1400,14000
3.0,,1.0,Barrio Norte - Capital Federal,,,1.0,7300.0,,,54.0,54.0,Departamento,Laprida 1500. Barrio Norte,12000
1.0,15 años,1.0,Palermo - Capital Federal,4.0,Contrafrente,1.0,,2.0,10.0,38.0,41.0,,Godoy Cruz 2900,12500
1.0,,1.0,San Cristóbal - Capital Federal,,,1.0,,,,25.0,25.0,,Av. Independencia  2394,8300
2.0,2 años,1.0,Núñez - Capital Federal,,,1.0,5800.0,,,48.0,48.0,Departamento,Pico 2339,23000
2.0,40 años,1.0,Recoleta - Capital Federal,,Contrafrente,1.0,2600.0,,,41.0,41.0,,Rodriguez Peña Al 1300,17000
2.0,43 años,1.0,Palermo Nuevo - Capital Federal,,Frente,1.0,5905.0,,8.0,68.0,77.0,,Demaria Al 4600 Entre Godoy Cruz Y Sinclair,18000
2.0,,1.0,Caballito - Capital Federal,,,1.0,5436.0,,,45.0,66.0,Departamento,Av. Gaona 1200,19500
2.0,,1.0,Caballito - Capital Federal,,,1.0,,,,50.0,76.0,,"Virasoro, Valentin 1700",23000
2.0,0 años,2.0,Barrio Norte - Capital Federal,1.0,,1.0,6607.0,,5.0,60.0,60.0,Departamento,Gelly Y Obes Al 2200,1200
3.0,0 años,1.0,Retiro - Capital Federal,,,1.0,,,,70.0,70.0,Departamento,Viamonte  Al 500,630
2.0,10 años,1.0,Palermo - Capital Federal,2.0,Frente,1.0,5100.0,,10.0,43.0,46.0,Departamento,Julian Alvarez Al 1900,18000
2.0,,1.0,Caballito - Capital Federal,,,1.0,,,,39.0,39.0,,"Curapaligüe 70, Buenos Aires, Argentina",10500
2.0,30 años,1.0,Villa Urquiza - Capital Federal,8.0,Contrafrente,1.0,,6.0,14.0,24.0,24.0,,Monroe 5674,10000
2.0,0 años,1.0,Boedo - Capital Federal,2.0,Frente,1.0,,,3.0,40.0,40.0,Departamento,33 Orientales Al 700,11900
2.0,50 años,1.0,San Nicolás - Capital Federal,12.0,Interno,1.0,2600.0,,8.0,40.0,45.0,Departamento,Pte. Perón  Al 1100,11000
2.0,9 años,1.0,Almagro - Capital Federal,,,1.0,2600.0,,,38.0,50.0,Departamento,Bulnes Al 1100,18000
2.0,9 años,1.0,Palermo - Capital Federal,,,1.0,2600.0,,,38.0,50.0,Departamento,Bulnes Al 1100,18000
1.0,,1.0,Núñez - Capital Federal,,,1.0,3200.0,,,27.0,30.0,Departamento,Ciudad De La Paz Y Garcia Del Rio,10000
2.0,,1.0,Saavedra - Capital Federal,,Lateral,1.0,,,14.0,28.0,28.0,Departamento,"Balbin, Ricardo 4500",12000
1.0,0 años,1.0,Coghlan - Capital Federal,,Frente,1.0,2600.0,,,30.0,40.0,Departamento,Av. Balbin  Al 2800,10800
2.0,0 años,1.0,Villa Urquiza - Capital Federal,4.0,Interno,1.0,3100.0,,7.0,43.0,43.0,Departamento,Bauness Al 2500,11500
1.0,,,Puerto Madero - Capital Federal,,,1.0,,,,52.0,52.0,Departamento,Lola Mora Al 400,25000
2.0,30 años,1.0,Almagro - Capital Federal,3.0,Lateral,1.0,2400.0,,10.0,42.0,42.0,Departamento,Sarmiento Al 3800,14000
2.0,0 años,1.0,Retiro - Capital Federal,,,1.0,2400.0,,,38.0,38.0,Departamento,Parana  Al 100,10000
2.0,60 años,1.0,Caballito - Capital Federal,4.0,Lateral,1.0,,1.0,3.0,38.0,38.0,,Hidalgo  100,10000
2.0,47 años,1.0,Caballito - Capital Federal,4.0,Frente,1.0,3500.0,,8.0,40.0,42.0,Departamento,Espinosa  Al 100,13000
2.0,,1.0,Retiro - Capital Federal,,,1.0,,,,42.0,50.0,,Paraguay 300,19000
2.0,,1.0,Santa Rita - Capital Federal,,,1.0,,,,42.0,45.0,,Helguera 1500,12500
2.0,,,La Boca - Capital Federal,,,1.0,,,,47.0,47.0,Dúplex,Caboto 400,13000
1.0,,1.0,Barrio Norte - Capital Federal,,,1.0,,,,2.0,32.0,,Marcelo T. De Alvear 973,19000
1.0,45 años,1.0,Congreso - Capital Federal,,Frente,1.0,1500.0,,1.0,27.0,30.0,,Combate De Los Pozos Al 100,12000
2.0,15 años,1.0,Recoleta - Capital Federal,,Contrafrente,1.0,,,,60.0,60.0,,Peña Y Junin,21900
2.0,45 años,1.0,Belgrano - Capital Federal,,,1.0,2400.0,,,38.0,38.0,Departamento,Melian Al 2100,12000
2.0,30 años,1.0,Palermo - Capital Federal,,Interno,1.0,1900.0,,1.0,42.0,42.0,,Salguero Al 1800,12500
2.0,,1.0,Flores - Capital Federal,,Frente,1.0,2500.0,,9.0,,,Departamento,Av. Directorio 2500,8000
2.0,,1.0,Villa Devoto - Capital Federal,5.0,Frente,1.0,,5.0,8.0,36.0,40.0,,Avenida San Martin 7400,12500
2.0,,1.0,Versalles - Capital Federal,,Contrafrente,1.0,3600.0,,,45.0,45.0,Departamento,Bruselas 500,12500
2.0,,1.0,Almagro - Capital Federal,4.0,,1.0,,7.0,9.0,40.0,40.0,,Humahuaca 4600,13500
2.0,40 años,1.0,Once - Capital Federal,,,1.0,3300.0,,1.0,40.0,,,Valentin Gomez Al 2600,11400
2.0,0 años,1.0,Belgrano - Capital Federal,,,1.0,3000.0,,,48.0,48.0,,Pampa Al 1400,14000
2.0,20 años,2.0,Núñez - Capital Federal,4.0,Frente,1.0,,3.0,8.0,60.0,653.0,,Vuelta De Obligado 2935,21230
1.0,1 años,1.0,Barrio Norte - Capital Federal,,,1.0,,,,40.0,40.0,Departamento,Btme Mitre 2000,12500
2.0,0 años,1.0,Palermo - Capital Federal,4.0,Frente,1.0,4000.0,,10.0,50.0,55.0,Departamento,Av. Cordoba Al 4100,20000
2.0,,1.0,Caballito - Capital Federal,,Frente,1.0,7000.0,,14.0,42.0,47.0,Departamento,Del Barco Centenera 600,13800
3.0,37 años,1.0,Capital Federal,,Frente,1.0,,,,40.0,40.0,Departamento,Pasaje Carabela 200,9500
2.0,0 años,1.0,Coghlan - Capital Federal,,Contrafrente,1.0,2500.0,,,,,,Juana Azurduy Al 3400,16500
2.0,0 años,1.0,Belgrano - Capital Federal,,,1.0,3000.0,,,48.0,48.0,,Pampa Al 1400,14000
2.0,0 años,1.0,Belgrano - Capital Federal,,,1.0,3000.0,,,48.0,48.0,,Pampa Al 1400,14000
2.0,20 años,1.0,Núñez - Capital Federal,4.0,Contrafrente,1.0,,6.0,21.0,45.0,42.0,,Congreso 2346,16900
1.0,,1.0,Flores - Capital Federal,,Contrafrente,1.0,,,,31.0,31.0,,Av Carabobo 37,7500
2.0,,1.0,San Nicolás - Capital Federal,,,1.0,,,,55.0,55.0,Departamento,Bartolome Mitre Y Libertad,16000
2.0,50 años,1.0,Flores - Capital Federal,5.0,,1.0,2800.0,2.0,1.0,39.0,42.0,Departamento,"Alberdi, J.b Av., 567",11500
2.0,30 años,1.0,Saavedra - Capital Federal,5.0,Lateral,1.0,,,3.0,34.0,34.0,,Plaza 4000,10000
2.0,20 años,1.0,Belgrano - Capital Federal,4.0,Contrafrente,1.0,,6.0,21.0,45.0,42.0,,Congreso 2346,16900
2.0,13 años,2.0,Puerto Madero - Capital Federal,,Frente,1.0,,,,60.0,60.0,,Olga Cossettini 1600,32300
2.0,,1.0,Villa Pueyrredón - Capital Federal,,,1.0,,,,32.0,40.0,,Nazca 4700,14000
1.0,2 años,1.0,Barrio Norte - Capital Federal,1.0,Frente,1.0,3500.0,,8.0,40.0,45.0,Departamento,Pacheco De Melo Al 3000,500
1.0,,1.0,Balvanera - Capital Federal,,,1.0,,,,50.0,50.0,,Larrea 600,12500
2.0,55 años,1.0,Balvanera - Capital Federal,,Interno,1.0,,5.0,,46.0,46.0,,Avenida Belgrano 1900,12000
2.0,55 años,1.0,Monserrat - Capital Federal,,Interno,1.0,,5.0,,46.0,46.0,,Avenida Belgrano 1900,12000
2.0,55 años,1.0,Congreso - Capital Federal,,Interno,1.0,,5.0,,46.0,46.0,,Avenida Belgrano 1900,12000
2.0,,1.0,Monserrat - Capital Federal,,Frente,1.0,3200.0,,,38.0,38.0,Departamento,Esmeralda 300,16000
1.0,,1.0,Núñez - Capital Federal,,Frente,1.0,2100.0,,3.0,30.0,34.0,Departamento,Moldes 3000,11500
1.0,,1.0,Almagro - Capital Federal,,Contrafrente,1.0,2200.0,,7.0,35.0,35.0,Departamento,Yatay 700,10000
1.0,49 años,1.0,San Nicolás - Capital Federal,,,1.0,,,,18.0,18.0,Departamento,Paraná 158,11000
2.0,0 años,1.0,Palermo - Capital Federal,,Frente,1.0,3000.0,,,35.0,41.0,Departamento,Honduras Al 4500,20000
2.0,0 años,1.0,Floresta - Capital Federal,,Frente,1.0,,,,35.0,38.0,Departamento,Mercedes 98,9000
1.0,0 años,1.0,Palermo - Capital Federal,,,1.0,1100.0,,,25.0,25.0,Departamento,Cabello Al 3000,13500
2.0,0 años,2.0,Belgrano - Capital Federal,,Frente,1.0,,,,46.0,51.0,Departamento,Quesada Al 2400,20000
2.0,,1.0,Velez Sarsfield - Capital Federal,,Frente,1.0,2000.0,,,,,Departamento,Av Gaona 4800,11500
2.0,0 años,1.0,Villa Urquiza - Capital Federal,,,1.0,1950.0,,,37.0,37.0,Departamento,Olazabal Al 4300,11800
2.0,2 años,1.0,Parque Chacabuco - Capital Federal,,,1.0,,,7.0,45.0,48.0,,Gregorio De Laferrere Al 1100,18000
2.0,50 años,1.0,Recoleta - Capital Federal,5.0,Lateral,1.0,2500.0,5.0,9.0,28.0,28.0,Departamento,J.e.uriburu 1059,12000
2.0,55 años,,Palermo - Capital Federal,,,1.0,1400.0,,,,45.0,,Guemes Al 4200,18000
2.0,40 años,1.0,Palermo - Capital Federal,3.0,Lateral,1.0,,7.0,8.0,35.0,40.0,,Paraguay 4060,12000
1.0,,1.0,Caballito - Capital Federal,,,1.0,,,,33.0,37.0,,"Virasoro, Valentin 1700",12000
2.0,,1.0,Caballito - Capital Federal,,Interno,1.0,2060.0,,8.0,39.0,39.0,Departamento,"Alberdi, Juan B., Av. 200",12500
2.0,,1.0,Recoleta - Capital Federal,,,1.0,,,,30.0,30.0,Departamento,Uruguay 900,8900
1.0,30 años,1.0,Congreso - Capital Federal,,Lateral,1.0,,14.0,,20.0,20.0,,Avenida Rivadavia 1300,7500
2.0,,1.0,San Cristóbal - Capital Federal,,,1.0,,,,51.0,51.0,Departamento,Carlos Calvo 1600,16500
2.0,3 años,1.0,Puerto Madero - Capital Federal,,Frente,1.0,9600.0,,1.0,128.0,128.0,,Macacha Güemes Al 300 1º F,1600
1.0,50 años,1.0,San Nicolás - Capital Federal,,,1.0,2264.0,,11.0,24.0,24.0,Departamento,Maipu 459,7400
1.0,50 años,1.0,San Nicolás - Capital Federal,,,1.0,2264.0,,11.0,24.0,24.0,Departamento,Maipu 459,7400
1.0,0 años,1.0,Villa Crespo - Capital Federal,,,1.0,1800.0,,,25.0,25.0,Departamento,Vera Al 1200,9000
2.0,,1.0,Palermo - Capital Federal,,Frente,1.0,3411.0,,10.0,42.0,45.0,Departamento,Bulnes 500,12000
2.0,,1.0,Parque Chacabuco - Capital Federal,,Contrafrente,1.0,2300.0,,8.0,45.0,51.0,Departamento,Gregorio De Laferrere 1100,13000
1.0,,1.0,Boedo - Capital Federal,,Contrafrente,1.0,3300.0,,8.0,39.0,44.0,Departamento,Colombres 1000,13500
1.0,,1.0,Villa Urquiza - Capital Federal,,,1.0,,,,27.0,32.0,Departamento,Av. Olazabal 4800,11000
2.0,0 años,1.0,Almagro - Capital Federal,,Contrafrente,1.0,3400.0,,,40.0,50.0,Departamento,Sarmiento Al 3400,14000
2.0,0 años,1.0,Villa Urquiza - Capital Federal,3.0,Frente,1.0,,,7.0,48.0,76.0,Departamento,Capdevila Al 3000,12500
1.0,,1.0,Chacarita - Capital Federal,,,1.0,1320.0,,,43.0,43.0,Departamento,Av Corrientes 6300,13000
2.0,,1.0,Belgrano - Capital Federal,,Frente,1.0,4200.0,,8.0,39.0,44.0,Departamento,Palpa 2600,14000
2.0,,1.0,Mataderos - Capital Federal,,Lateral,1.0,,,2.0,44.0,44.0,Piso,Pizarro 6000,8300
1.0,,1.0,San Telmo - Capital Federal,,Lateral,1.0,300.0,,2.0,30.0,30.0,Departamento,Piedras 900,9500
2.0,,1.0,Monserrat - Capital Federal,,,1.0,,,,50.0,50.0,,Adolfo Alsina  700,15000
2.0,44 años,1.0,Belgrano - Capital Federal,,,1.0,2100.0,,,27.0,27.0,Departamento,11 De Setiembre,12000
2.0,2 años,1.0,Palermo Viejo - Capital Federal,4.0,Frente,1.0,,1.0,12.0,50.0,50.0,,Av. Córdoba 3700,15000
2.0,60 años,1.0,Barrio Norte - Capital Federal,2.0,Frente,1.0,,1.0,5.0,50.0,50.0,,Anasagasti 2000,15800
2.0,3 años,2.0,Villa Del Parque - Capital Federal,,Frente,1.0,,2.0,9.0,61.0,61.0,,Av San Martin  4630,15000
2.0,6 años,1.0,Villa Del Parque - Capital Federal,,Frente,1.0,,6.0,9.0,42.0,42.0,,Condarco  3067,12000
2.0,,1.0,Belgrano - Capital Federal,,,1.0,,,,50.0,50.0,Departamento,Soldado De La Independencia 1300,15500
2.0,20 años,1.0,San Cristóbal - Capital Federal,,Contrafrente,1.0,,2.0,,35.0,35.0,,Av. San Juan 2300,12000
2.0,,1.0,Villa Crespo - Capital Federal,,Interno,1.0,3000.0,,7.0,38.0,38.0,Departamento,Vera 800,9000
2.0,,1.0,Villa Luro - Capital Federal,,Frente,1.0,500.0,,,50.0,70.0,Departamento,Guardia Nacional 200,11000
2.0,30 años,1.0,Almagro - Capital Federal,3.0,Interno,1.0,,4.0,,38.0,38.0,,Avda Diaz Velez   3700,9500
2.0,,1.0,Villa Crespo - Capital Federal,,Frente,1.0,1460.0,,15.0,30.0,37.0,Departamento,"Corrientes, Avda. 4800",12000
2.0,,1.0,Belgrano - Capital Federal,,Interno,1.0,2600.0,,,34.0,34.0,Departamento,Soldado De La Independe 1100,10000
2.0,,1.0,Almagro - Capital Federal,,,1.0,,,,43.0,43.0,,Venezuela 4000,9000
2.0,40 años,1.0,Mataderos - Capital Federal,,,1.0,2000.0,,,,,,Av. J. B . Alberdi Al 7200,8000
2.0,30 años,1.0,Mataderos - Capital Federal,,Frente,1.0,1000.0,,,37.0,40.0,Departamento,Caaguazú 6103,8000
2.0,,1.0,Recoleta - Capital Federal,,,1.0,,,,40.0,,,Pacheco De Melo 2973,13000
2.0,20 años,1.0,Villa Urquiza - Capital Federal,4.0,Lateral,1.0,2200.0,3.0,,37.0,37.0,Departamento,Le Breton 5200,8300
2.0,0 años,1.0,Caballito - Capital Federal,,Frente,1.0,,,,40.0,40.0,Departamento,Pumacahua Al 100,9500
3.0,50 años,1.0,San Cristóbal - Capital Federal,4.0,Contrafrente,1.0,1600.0,1.0,2.0,53.0,53.0,Departamento,Cochabamba 2450,13500
2.0,40 años,1.0,Balvanera - Capital Federal,4.0,Frente,1.0,2500.0,6.0,8.0,38.0,42.0,Departamento,Moreno 2500,9000
2.0,35 años,1.0,Recoleta - Capital Federal,,Contrafrente,1.0,1200.0,,,38.0,,,Gallo Al 1500 (bn),10000
1.0,40 años,1.0,Villa Lugano - Capital Federal,,Frente,1.0,1000.0,1.0,1.0,26.0,26.0,Departamento,Murguiondo 4000,6500
2.0,1 años,1.0,Palermo - Capital Federal,,Contrafrente,1.0,6000.0,,,41.0,,,Cabrera Al 3500,14000
2.0,45 años,1.0,Villa Devoto - Capital Federal,4.0,Interno,1.0,3500.0,,5.0,36.0,36.0,Departamento,Sanabria Al 2900,8500
2.0,50 años,1.0,Belgrano - Capital Federal,,Interno,1.0,2100.0,,,35.0,35.0,,Teodoro Garcia Al 1700,10000
2.0,5 años,1.0,Villa Urquiza - Capital Federal,7.0,Contrafrente,1.0,3600.0,5.0,17.0,44.0,50.0,Departamento,Bauness 1900,14000
1.0,,1.0,Palermo - Capital Federal,,,1.0,,,,25.0,22.0,Departamento,Billinghurst 1385,9000
2.0,,1.0,San Nicolás - Capital Federal,,,1.0,3600.0,,,40.0,40.0,Departamento,Bartolomé Mitre 1617,7500
2.0,9 años,1.0,Almagro - Capital Federal,,Frente,1.0,6670.0,,,42.0,45.0,,Yatay 223 7ºa ( B. Mitre - Av. Diaz Velez),8000
2.0,35 años,1.0,Floresta - Capital Federal,5.0,Frente,1.0,2400.0,,7.0,36.0,36.0,Departamento,Sanabria Al 600,8700
2.0,3 años,1.0,Caballito - Capital Federal,2.0,Frente,1.0,,3.0,4.0,43.0,45.0,Departamento,Muñiz 631,15500
1.0,,1.0,Almagro - Capital Federal,,,1.0,,,,25.0,25.0,,Urquiza 300,8000
2.0,40 años,1.0,Parque Patricios - Capital Federal,5.0,Lateral,1.0,2000.0,4.0,8.0,38.0,38.0,Departamento,15 De Noviembre 2600,9500
1.0,,1.0,Paternal - Capital Federal,5.0,,1.0,1000.0,4.0,5.0,21.0,23.0,Monoambiente,Av.juan B.justo 4019,7500
2.0,,1.0,Recoleta - Capital Federal,,Interno,1.0,2600.0,,,40.0,40.0,Departamento,Berutti 2467,9500
2.0,,1.0,Liniers - Capital Federal,,Lateral,1.0,2900.0,5.0,5.0,34.0,34.0,Departamento,"Paz, Gral Av 10700",6500
2.0,55 años,1.0,Recoleta - Capital Federal,,Frente,1.0,2000.0,,,40.0,40.0,Departamento,Arenales  Al 2800,12500
2.0,,2.0,Recoleta - Capital Federal,,Contrafrente,1.0,4500.0,,,50.0,52.0,Departamento,Libertad 900,15500
2.0,4 años,1.0,Villa Urquiza - Capital Federal,,Contrafrente,1.0,3000.0,,,40.0,43.0,Departamento,Av Olazabal Al 4400,13000
2.0,40 años,1.0,Palermo - Capital Federal,,Lateral,1.0,,,,40.0,40.0,,Araoz Al 1200,11000
2.0,,1.0,Caballito - Capital Federal,,Frente,1.0,1850.0,,,32.0,52.0,Departamento,Juan Bautista Alberdi 800,14000
2.0,0 años,1.0,Palermo - Capital Federal,,Frente,1.0,,,,50.0,55.0,Departamento,Medrano Al 1000,15500
2.0,,1.0,Almagro - Capital Federal,,Frente,1.0,2000.0,,,48.0,56.0,Departamento,Bartolome Mitre 3276,11000
2.0,60 años,1.0,Balvanera - Capital Federal,,Frente,1.0,2500.0,,,38.0,40.0,,Bartolome Mitre Al 2300,9200
2.0,9 años,1.0,Villa Urquiza - Capital Federal,2.0,Lateral,1.0,2800.0,4.0,5.0,33.0,33.0,Departamento,Cullen 5755,12000
1.0,,1.0,Caballito - Capital Federal,,,1.0,,,,24.0,24.0,,Av. La Plata 303,7500
1.0,0 años,1.0,Puerto Madero - Capital Federal,,Contrafrente,1.0,4500.0,,,37.0,37.0,,Art Maria - Studio Con Cochera En Alquiler,15500
2.0,50 años,1.0,Almagro - Capital Federal,4.0,,1.0,2100.0,5.0,,42.0,42.0,Departamento,Tucuman 2836,10000
2.0,40 años,1.0,Villa Del Parque - Capital Federal,,Interno,1.0,1600.0,1.0,,50.0,60.0,Departamento,Gualeguaychu 2073,8500
2.0,,1.0,Barracas - Capital Federal,,Contrafrente,1.0,1500.0,,,38.0,38.0,Departamento,Regimiento De Patricios 1496,9000
2.0,80 años,1.0,Parque Patricios - Capital Federal,9.0,Lateral,1.0,,,,40.0,40.0,Ph,Chiclana 3062,11000
2.0,0 años,1.0,Núñez - Capital Federal,,Frente,1.0,4200.0,,12.0,36.0,41.0,,Av. Cabildo 3900,13900
2.0,,1.0,Caballito - Capital Federal,,,1.0,,,,42.0,42.0,,Luis Viale 500,10000
2.0,60 años,1.0,Villa Crespo - Capital Federal,2.0,Frente,1.0,1400.0,2.0,2.0,45.0,40.0,Departamento,Acevedo 576,12000
1.0,35 años,1.0,Congreso - Capital Federal,8.0,Contrafrente,1.0,1600.0,,11.0,22.0,22.0,Departamento,Sarmiento Al 1700,7500
2.0,10 años,1.0,Palermo - Capital Federal,,Frente,1.0,,,2.0,48.0,48.0,,Charcas Al 3300,18000
1.0,,1.0,Flores - Capital Federal,,,1.0,,,,14.0,14.0,Monoambiente,Artigas  200,7000
2.0,,2.0,Recoleta - Capital Federal,,Contrafrente,1.0,4500.0,,,50.0,52.0,Departamento,Libertad 900,15500
1.0,4 años,1.0,Belgrano - Capital Federal,,Frente,1.0,3700.0,,10.0,33.0,36.0,,Freire Al 2400 (monroe Y Blanco Encalada),12000
1.0,0 años,1.0,Belgrano - Capital Federal,,Frente,1.0,6000.0,,1.0,37.0,41.0,,Quesada 2441,13500
2.0,30 años,1.0,Belgrano - Capital Federal,,Frente,1.0,5500.0,,14.0,42.0,44.0,,Mendoza Al 3000,14500
1.0,,1.0,Caballito - Capital Federal,,,1.0,,,,14.0,14.0,Monoambiente,Artigas 200,7000
1.0,,1.0,Once - Capital Federal,,,1.0,,,,25.0,25.0,,Urquiza 300,8000
1.0,50 años,1.0,San Nicolás - Capital Federal,,Interno,1.0,1400.0,2.0,10.0,17.0,17.0,Departamento,Diagonal Roque Saenz Peña 995,7500
2.0,6 años,1.0,Villa Urquiza - Capital Federal,3.0,Contrafrente,1.0,3000.0,,11.0,42.0,46.0,Departamento,Olazabal Al 4400,13000
2.0,0 años,1.0,Puerto Madero - Capital Federal,,Contrafrente,1.0,,,,55.0,57.0,,Olga Cossettini Al 1500 - Lumiere Madero,22900
2.0,8 años,1.0,Boedo - Capital Federal,,Frente,1.0,3200.0,,,43.0,46.0,,Muñiz 1069 3ºa ( Av. San Juan - Bidegain),12500
2.0,,1.0,Villa Crespo - Capital Federal,,,1.0,,,,42.0,42.0,,Luis Viale 500,10000
2.0,4 años,1.0,Villa Pueyrredón - Capital Federal,4.0,Frente,1.0,3500.0,,4.0,35.0,38.0,Departamento,"C.a,lopez Al 2400",12000
2.0,35 años,1.0,Caballito - Capital Federal,,,1.0,,,,40.0,40.0,,Craig Al 800,9500
2.0,50 años,1.0,San Telmo - Capital Federal,,Contrafrente,1.0,,,,34.0,34.0,,Peru Al 1100,11000
1.0,0 años,1.0,Almagro - Capital Federal,20.0,Contrafrente,1.0,3500.0,3.0,7.0,38.0,42.0,Departamento,Av. Medrano 1020,12500
2.0,3 años,1.0,Caballito - Capital Federal,,,1.0,2500.0,,,37.0,,,Bogotá Al 300,14000
2.0,35 años,1.0,Recoleta - Capital Federal,4.0,Interno,1.0,2200.0,,9.0,38.0,38.0,Departamento,Laprida Al 1700,12000
2.0,45 años,1.0,Caballito - Capital Federal,3.0,Lateral,1.0,1800.0,3.0,8.0,37.0,37.0,Departamento,Neuquen 1200,9000
1.0,4 años,1.0,Villa Urquiza - Capital Federal,,Frente,1.0,3700.0,,10.0,33.0,36.0,,Freire Al 2400 (monroe Y Blanco Encalada),12000
2.0,40 años,1.0,Caballito - Capital Federal,,,1.0,,,,40.0,40.0,,Av. Rivadavia Al 5900,9500
2.0,0 años,1.0,Puerto Madero - Capital Federal,,Frente,1.0,12524.0,,1.0,74.0,78.0,,O'gorman Camila 300,23000
2.0,0 años,1.0,Villa Del Parque - Capital Federal,,Frente,1.0,,,,42.0,45.0,Departamento,Remedios Escalada San Martin Al 2700,13000
2.0,5 años,1.0,Villa Urquiza - Capital Federal,,Frente,1.0,7400.0,,,50.0,55.0,,Roseti Al 2052,13900
2.0,4 años,1.0,Barracas - Capital Federal,4.0,Lateral,1.0,,,3.0,35.0,35.0,,California  2260,13000
1.0,0 años,1.0,Boedo - Capital Federal,4.0,Frente,1.0,1.0,,5.0,31.0,36.0,Departamento,Boedo  Al 500,11500
2.0,35 años,1.0,Balvanera - Capital Federal,,Contrafrente,1.0,4200.0,,,50.0,75.0,,Matheu Al 100,10500
2.0,45 años,1.0,Flores - Capital Federal,,,1.0,4500.0,,,41.0,41.0,,Rivadavia Al 6200,9000
1.0,5 años,1.0,Villa Urquiza - Capital Federal,,,1.0,2300.0,,,25.0,28.0,Departamento,Av Triunvirato Al 3200,9500
2.0,40 años,1.0,Villa Devoto - Capital Federal,,Interno,1.0,1600.0,1.0,,50.0,60.0,Departamento,Gualeguaychu 2073,8500
1.0,0 años,1.0,Boedo - Capital Federal,,,1.0,,,,20.0,,Departamento,Inclan 4226,6500
2.0,6 años,1.0,Caballito - Capital Federal,2.0,Frente,1.0,2500.0,,,40.0,45.0,Departamento,Av. San Martin  1778,13800
2.0,30 años,1.0,Monte Castro - Capital Federal,2.0,Frente,1.0,2700.0,7.0,7.0,43.0,43.0,Departamento,Av Segurola 2000,10000
2.0,45 años,1.0,Floresta - Capital Federal,7.0,Lateral,1.0,950.0,,1.0,31.0,31.0,Departamento,Bahia Blanca 1400,8500
1.0,,1.0,Balvanera - Capital Federal,,,1.0,,,,25.0,25.0,,Urquiza 300,8000
1.0,50 años,1.0,Barrio Norte - Capital Federal,4.0,Contrafrente,1.0,1470.0,,8.0,15.0,15.0,Departamento,Uruguay Al 800,8000
2.0,,1.0,Almagro - Capital Federal,,,1.0,,,,42.0,42.0,,Luis Viale 500,10000
2.0,0 años,1.0,Caballito - Capital Federal,,Contrafrente,1.0,4300.0,,2.0,34.0,36.0,,Av. Gaona Al 1200,15000
2.0,,1.0,Villa Lugano - Capital Federal,,Interno,1.0,,,,35.0,45.0,Departamento,Sayos 5700,8000
2.0,50 años,1.0,Parque Chacabuco - Capital Federal,,Contrafrente,1.0,,,,,,,Vernet Al 300,8500
2.0,6 años,1.0,Núñez - Capital Federal,,Frente,1.0,7400.0,,1.0,50.0,58.0,,Freire Al 2600,15000
2.0,40 años,1.0,Barrio Norte - Capital Federal,3.0,Interno,1.0,2400.0,,10.0,40.0,52.0,Departamento,Sanchez De Bustamante  Al 1700,11000
2.0,80 años,1.0,Parque Patricios - Capital Federal,9.0,Interno,1.0,,,1.0,36.0,40.0,,Chiclana 3062,9900
2.0,35 años,1.0,Belgrano - Capital Federal,,Contrafrente,1.0,2000.0,,1.0,40.0,46.0,,Vuelta De Obligado Al 1400,11000
2.0,0 años,1.0,Villa Urquiza - Capital Federal,2.0,Contrafrente,1.0,,,7.0,1.0,1.0,Departamento,Cullen Al 4800,13000
2.0,40 años,1.0,Caballito - Capital Federal,,Frente,1.0,2500.0,,,34.0,62.0,,Pumacahua 33 3a,12000
2.0,0 años,1.0,Almagro - Capital Federal,6.0,Frente,1.0,3000.0,,12.0,42.0,50.0,Departamento,Rivadavia Al 3200,11000
2.0,40 años,1.0,Monte Castro - Capital Federal,,Interno,1.0,1600.0,1.0,,50.0,60.0,Departamento,Gualeguaychu 2073,8500
2.0,35 años,1.0,Flores - Capital Federal,,Frente,1.0,3200.0,,1.0,40.0,,,Luis Viale Al 2600,10000
2.0,35 años,1.0,Belgrano - Capital Federal,,Lateral,1.0,2720.0,,,42.0,42.0,,Virrey Loreto Al 2400,13000
2.0,45 años,1.0,Boedo - Capital Federal,,Contrafrente,1.0,2300.0,,,35.0,,,Av San Juan Al 2300,9000
1.0,40 años,1.0,Villa Luro - Capital Federal,,Frente,1.0,,,,34.0,34.0,Departamento,Remedios De Escalada De San Martin 5090,9500
1.0,,1.0,Monserrat - Capital Federal,,,1.0,,,,25.0,25.0,,Urquiza 300,8000
2.0,,1.0,Palermo - Capital Federal,,,1.0,,,,42.0,42.0,,Luis Viale 500,10000
2.0,35 años,1.0,Once - Capital Federal,,Frente,1.0,1795.0,,,48.0,55.0,,Corrientes Av. Al 2800 Entre Pueyrredón Y Boulogne  Sur Mer,12000
