Ambientes,Antigüedad,Baños,Bodegas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Expensas,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,neighborhood,price
2,8 años,1,,,,Frente,1,3400,Norte,,,45,49,,Pedro I. Rivera Al 4.900 Entre Pacheco Y Díaz Colodrero,Villa Urquiza - Capital Federal,15000
2,0 años,1,,,4,,1,2500,,,3,49,50,Departamento,Av. Luis María Campos Al 1400,Belgrano - Capital Federal,12500
4,,2,,,,Contrafrente,2,6000,,,,80,84,Departamento,Directorio 1600,Caballito - Capital Federal,15000
4,20 años,2,,1,,Frente,3,18748,Sur,,14,137,151,,"Las Heras, Av. Entre Sanchez De Bustamante Y Pereyra, Lucena",Barrio Norte - Capital Federal,28000
3,30 años,1,,,,Frente,2,,Norte,,,47,50,,Mario Bravo Al 1000,Almagro - Capital Federal,16500
3,9 años,2,,1,,,2,,,,,76,80,Departamento,Guemes 3300,Palermo - Capital Federal,2000
3,40 años,1,,,7,Frente,2,4000,,,11,60,72,Departamento,Parana Al 400,Retiro - Capital Federal,15000
4,50 años,2,,,,Frente,3,5500,,,,94,100,,Viamonte Al 2100,Balvanera - Capital Federal,20000
3,50 años,2,,,2,Contrafrente,2,3342,,,11,69,77,Departamento,Rodriguez Peña Al 1700,Recoleta - Capital Federal,25000
3,0 años,1,,,2,,2,4950,,,9,64,72,Departamento,Austria Al 2200,Barrio Norte - Capital Federal,18000
3,20 años,2,,1,,Frente,2,4800,Norte,,1,80,88,,Olazabal Al 2800,Belgrano C - Capital Federal,25000
3,40 años,1,,1,4,Contrafrente,2,8000,,,10,55,63,Departamento,Aguero Al 2100,Barrio Norte - Capital Federal,16000
3,0 años,2,,,4,Frente,2,4500,,,12,73,81,Departamento,Maza Al 100,Almagro - Capital Federal,18000
3,25 años,1,,,,Frente,2,,,,,,,,Curuzu Cuatia Al 2400,Villa Devoto - Capital Federal,12000
2,7 años,2,,,3,Contrafrente,1,11580,,,7,70,70,Departamento,Blanco Encalada Al 1400,Belgrano - Capital Federal,29000
3,14 años,1,,,,,2,8000,,,,70,,,Juana Manso 1636,Puerto Madero - Capital Federal,27000
3,40 años,1,,,,Contrafrente,2,1000,,,1,58,61,,Plaza  2800,Coghlan - Capital Federal,16000
2,5 años,1,,,,Frente,1,,Este,,1,57,63,,Alvarez Thomas Al 200 Entre J Newbery Y Dumont,Colegiales - Capital Federal,20000
7,10 años,2,,2,,Frente,3,29000,Norte,,2,320,490,,Duplex Tipo Casa En  Complejo Tronador,Núñez - Capital Federal,4990
3,17 años,2,,1,,Frente,2,12000,Norte,,,95,95,,Juncal 4690,Palermo Nuevo - Capital Federal,49000
2,45 años,1,,,,Lateral,1,2200,Norte,,,40,40,,Constitucion Al 1200,Constitución - Capital Federal,9200
2,0 años,1,,1,,Contrafrente,1,,Oeste,,,53,63,,Concepción Arenal  2450,Palermo - Capital Federal,1500
2,0 años,1,,,,,1,,,,,50,58,,Avenida San Martin Al 6100,Villa Devoto - Capital Federal,15000
1,2 años,1,,1,,Contrafrente,,5000,Norte,,1,40,45,,Palpa Al 2468,Belgrano - Capital Federal,14000
2,40 años,1,,,,,1,2100,,,,38,43,,Pumacahua Y Rivadavia,Flores - Capital Federal,12000
4,35 años,2,,,,Frente,3,8300,Este,,1,99,99,,J F Seguí Y Ugarteche,Palermo - Capital Federal,33000
2,35 años,1,,,8,Contrafrente,1,2500,Oeste,6,14,26,26,Departamento,Monroe 5674,Villa Urquiza - Capital Federal,13000
2,0 años,1,,,,Frente,1,,,,,46,46,,Av. San Pedrito Al 100,Flores - Capital Federal,12000
2,40 años,1,,,,Interno,1,2500,,,,39,45,,Salguero Al 200,Almagro - Capital Federal,10500
2,40 años,1,,,,Contrafrente,1,2400,Sur,,,37,43,,Juan B. Alberdi Al 1000,Caballito - Capital Federal,12000
4,65 años,2,,,,,3,25000,,,,179,179,Departamento,Montevideo Al 1700,Barrio Norte - Capital Federal,37000
2,,1,,,,,1,,,,,42,42,,Luis Viale 500,Chacarita - Capital Federal,12000
1,0 años,1,,,2,Contrafrente,,3000,,,4,37,49,Departamento,Moldes Al 2800,Belgrano - Capital Federal,16000
3,50 años,1,,,,Frente,2,2287,Norte,,,45,85,,Av Juan De Garay Al 300,San Telmo - Capital Federal,700
2,0 años,1,,,4,Lateral,1,1600,,,9,40,40,Departamento,Doblas Al 400,Caballito - Capital Federal,12000
2,45 años,1,,,5,Contrafrente,1,2600,,,16,35,38,Departamento,Moreno José María Al 1300,Parque Chacabuco - Capital Federal,10400
2,,1,,,,Frente,1,2600,,10,,40,42,Departamento,Cosquin 10,Liniers - Capital Federal,9000
2,,1,,,,Frente,1,,,,,40,44,Departamento,"Gaona, Avda. 4800",Floresta - Capital Federal,11000
2,,1,,,,,1,,,,,32,35,,Av. Castañares Y Miró 1700,Parque Chacabuco - Capital Federal,9500
6,14 años,5,,2,,Frente,4,,Sur,,1,335,611,,Olleros 2000 E/villanueva Y 11 De Septiembre,Belgrano - Capital Federal,8500
2,35 años,1,,,,Lateral,1,1500,,,,30,30,,Moreno 3458 1º9 ( Maza - V. Liniers),Balvanera - Capital Federal,9500
3,65 años,1,,,3,Frente,2,1213,Sur,2,3,49,52,Departamento,Juan B. Justo 7555,Floresta - Capital Federal,11500
3,60 años,2,,,2,Frente,2,4600,,,9,65,73,Departamento,Juncal Al 700,Recoleta - Capital Federal,24000
3,40 años,1,,,,Lateral,2,2550,Este,,14,48,,,Olazabal Al 3600,Belgrano R - Capital Federal,17500
2,0 años,1,,,3,Contrafrente,1,1500,,,11,38,42,Departamento,Asamblea Al 1400,Parque Chacabuco - Capital Federal,11000
3,15 años,2,,2,,Frente,2,20000,Sur,,1,157,160,,Torre Mulieris - Puerto Madero,Puerto Madero - Capital Federal,2800
3,0 años,2,,1,,Frente,2,13978,,,26,116,124,Departamento,Ortiz De Ocampo Al 2600,Palermo - Capital Federal,3000
4,10 años,2,,2,,Frente,3,16192,Norte,,16,,310,,11 De Septiembre Al 1500 Entre Virrey Loreto Y Virrey Del Pino,Belgrano - Capital Federal,8500
2,30 años,1,,,,Interno,1,3500,,,,40,40,Departamento,Ruggieri Al 2800,Palermo - Capital Federal,13500
2,55 años,1,,,,,1,6200,,,,52,52,Departamento,Posadas Al 1500,Recoleta - Capital Federal,19000
2,4 años,1,,,,,1,2200,,,,35,38,Departamento,Laprida 1000,Barrio Norte - Capital Federal,15500
3,0 años,2,,,,,2,8084,,,,72,72,Departamento,"Ruggieri, Silvio L. Al 2900",Palermo - Capital Federal,35000
2,,1,,,,,1,,,,,70,70,,Timoteo Gordillo 5300,Villa Lugano - Capital Federal,12000
4,10 años,2,,1,,Frente,3,4500,Sur,,,89,97,,Av. Juan B. Alberdi Al 465 10ºa (av. J. M. Moreno - Beauchef),Caballito - Capital Federal,30000
2,30 años,1,,,3,Lateral,1,2500,,,9,40,40,Departamento,Emilio Mitre Al 700,Parque Chacabuco - Capital Federal,12500
2,35 años,1,,,,Lateral,1,3700,,,,37,37,Departamento,Guatemala Al 4200,Palermo - Capital Federal,13000
4,40 años,2,,,5,Frente,3,4839,,,14,86,99,Departamento,Cabildo Al 3200,Núñez - Capital Federal,22000
2,30 años,1,,,5,Lateral,1,4226,,,29,40,45,Departamento,Paraguay Al 2300,Barrio Norte - Capital Federal,11000
2,2 años,1,,,,Frente,1,,Este,,1,50,58,,"Avda Del Libertador Al 8500,caba",Núñez - Capital Federal,45000
2,5 años,1,,1,,Frente,1,7780,,,,59,74,Departamento,Freire Al 2400,Belgrano - Capital Federal,20000
3,0 años,3,,1,,,2,,,,,126,126,Departamento,Julieta Lanteri Al 1300,Puerto Madero - Capital Federal,2300
2,30 años,1,,,,,1,2800,,,10,,,,Sarmiento,Congreso - Capital Federal,13500
3,17 años,1,,1,,Frente,2,18000,Norte,,,90,106,,Azucena Maizani 300,Puerto Madero - Capital Federal,38000
4,9 años,3,,2,,Contrafrente,3,17000,Norte,,,195,260,,Clay  Al 2900,Las Cañitas - Capital Federal,5000
2,0 años,1,,,,,1,3650,,,,56,64,Departamento,Paroissien  Al 1600,Núñez - Capital Federal,20000
3,40 años,1,,,4,Contrafrente,2,5645,,,10,76,76,Departamento,Peña Al 3000,Barrio Norte - Capital Federal,20000
2,,1,,,,,1,,,,,30,35,,Santa Fe 3200,Palermo - Capital Federal,15000
6,5 años,6,,3,,Frente,4,4000,,,2,262,285,,Lidoro J. Quinteros Al 1400,Núñez - Capital Federal,80000
3,7 años,2,,1,,,2,,,,,118,122,,Rosario Vera Peñaloza Al 500,Puerto Madero - Capital Federal,65000
,,2,,,,,2,,,,,70,81,,Avellaneda 2015,Flores - Capital Federal,15500
3,9 años,3,,1,,,2,,,,,170,175,Departamento,Marta Salotti 540,Puerto Madero - Capital Federal,3000
3,50 años,1,,,,Frente,2,,,,1,101,101,,San Benito De Palermo Al 1500,Palermo - Capital Federal,25000
2,0 años,1,,1,,,1,,,,,50,50,Departamento,Baez Al 600,Belgrano - Capital Federal,25000
4,12 años,2,,1,2,Frente,2,15000,,,7,205,265,Departamento,Gorriti Al 6000,Palermo - Capital Federal,2800
2,0 años,1,,,,,1,,,,,40,45,,"Moreto Al 100, Entre Ramon Falcon Y Rivadavia",Villa Luro - Capital Federal,13500
3,0 años,2,,1,,,2,,,,,130,130,Departamento,Azucena Villaflor Al 400,Puerto Madero - Capital Federal,70000
4,2 años,5,,2,,,3,,Norte,,,320,320,,Marta Lynch 500 - Puerto Madero,Puerto Madero - Capital Federal,10000
2,45 años,1,,,,Lateral,1,2500,Norte,,1,34,35,,Anchoris 42 9 B,Parque Patricios - Capital Federal,10000
4,20 años,2,,1,,Frente,3,23000,Este,,1,196,232,,Crámer Al 1800 - 5º Piso,Belgrano - Capital Federal,70000
2,6 años,1,,,3,Contrafrente,1,3000,,,11,42,46,Departamento,Olazabal Al 4400,Villa Urquiza - Capital Federal,14000
3,2 años,1,,1,,Frente,,3400,,,,60,62,,Camarones  Entre Nazca  Y Argerich,Santa Rita - Capital Federal,18000
5,40 años,2,,,,Frente,3,17700,Este,,,129,137,,V. Lopez  1739 3º ( Av. Callao -  R. Peña),Recoleta - Capital Federal,35000
4,2 años,3,,2,,,3,31000,Este,,,198,224,,Castañeda 2000 - Belgrano,Belgrano - Capital Federal,5000
4,9 años,3,,2,,Frente,3,19000,Norte,,,180,200,,11 De Septiembre 1600,Belgrano - Capital Federal,4500
3,0 años,2,,1,,Frente,2,13978,,,26,116,124,Departamento,Ortiz De Ocampo Al 2600,Palermo Chico - Capital Federal,3000
3,6 años,2,,1,,Frente,2,,,,,75,80,Departamento,Humboldt Al 2000,Palermo - Capital Federal,2200
3,40 años,1,,1,,,2,3900,,,,64,64,Departamento,Roosevelt Al 2200,Belgrano - Capital Federal,20000
2,0 años,1,,,,,1,,,,5,50,70,Departamento,Bauness Al 1200,Agronomía - Capital Federal,15000
2,14 años,1,,,2,Contrafrente,1,6800,,3,7,53,56,Semi piso,Huergo 276,Las Cañitas - Capital Federal,13000
2,32 años,1,,,5,Interno,1,2500,,,8,30,30,Departamento,Virrey Loreto Al 2400,Belgrano - Capital Federal,11000
2,35 años,1,,,,,1,,,,,40,40,,Craig Al 800,Parque Chacabuco - Capital Federal,9500
3,41 años,1,,,7,Contrafrente,2,,,1,3,72,85,Departamento,Av Diaz Velez 4000,Almagro - Capital Federal,17500
2,15 años,2,,1,,Contrafrente,1,9500,Norte,,,90,,,Alicia Moreau De Justo  1120/50 2 Al 200,Puerto Madero - Capital Federal,1200
3,,2,,1,,,2,,,,,120,120,Departamento,F Vallese Y Condarco,Floresta - Capital Federal,45200
3,2 años,2,,1,,Frente,2,10600,Norte,,33,108,120,,Beruti Al 4600 (godoy Cruz),Palermo - Capital Federal,65000
3,9 años,2,,1,,Frente,2,5000,,,,65,75,,Charcas Al 3000,Palermo - Capital Federal,22000
2,,1,,,,Frente,1,2000,Este,,,50,50,Departamento,Rojas 6,Caballito - Capital Federal,11000
5,20 años,4,,2,,Frente,3,23000,Oeste,,,315,325,,Av. Quintana 100,Recoleta - Capital Federal,4500
2,50 años,1,,,,Contrafrente,1,1500,Norte,,,35,35,,Yatay Al 0,Caballito - Capital Federal,11000
3,40 años,1,,1,,Frente,2,10000,,1,,92,100,Departamento,Acoyte 837,Caballito - Capital Federal,20000
3,10 años,3,,1,,Frente,2,14000,Este,,,110,,,Juana Manso 600,Puerto Madero - Capital Federal,2200
2,2 años,1,,,,Frente,1,,Este,,1,50,50,,"Avda Del Libertador Al 8500,caba",Núñez - Capital Federal,45000
2,59 años,1,,,,,1,,,,,38,38,Departamento,Senillosa Al 100,Caballito - Capital Federal,11000
3,8 años,2,,1,,Frente,2,13000,Norte,,1,78,84,,Humboldt 2045,Palermo - Capital Federal,2200
2,50 años,1,,,,,1,4500,,,,35,,,Arenales Al 1200,Recoleta - Capital Federal,16000
2,5 años,1,,1,,Frente,1,19405,Este,,,106,,,Macacha Güemes 300,Puerto Madero - Capital Federal,1600
3,10 años,1,,,,Frente,2,4500,,,1,56,56,,"Boedo 220, 5 Piso",Almagro - Capital Federal,18000
3,47 años,2,,1,,Frente,2,14566,Norte,,,139,150,,Dorrego Al 2699 28º1 (gral. Savio - Av. L. M. Campos),Las Cañitas - Capital Federal,25000
3,,1,,,,,2,,,,,65,65,,Cnel. Pedro Garcia 5710,Villa Lugano - Capital Federal,10000
3,30 años,1,,,4,Contrafrente,2,5000,,6,10,50,50,Departamento,Ecuador 367,Balvanera - Capital Federal,14000
3,15 años,2,,1,,Frente,2,5500,,,,80,88,,Olazabal Al 2800,Belgrano - Capital Federal,25000
2,3 años,2,,,,Frente,1,,Este,,1,55,65,,Libertador Al 5700,Belgrano Chico - Capital Federal,17500
3,45 años,1,,,,,2,2800,,,,45,45,,Uriarte Al 1000,Villa Crespo - Capital Federal,15000
2,2 años,1,,,,Frente,1,,Este,,1,50,50,,"Avda Del Libertador Al 8500,caba",Núñez - Capital Federal,45000
5,25 años,3,,2,,Frente,4,,,,,320,320,,Av. Libertador Al 2200,Palermo - Capital Federal,10000
3,40 años,2,,1,,Contrafrente,2,10000,,,,80,88,Departamento,Ugarteche  Al 2800,Barrio Norte - Capital Federal,23000
4,35 años,2,,,,Frente,3,9100,,,1,109,117,,Av. Santa Fe Al 2600,Recoleta - Capital Federal,25000
3,,2,,2,,,2,15000,,,,128,136,,Azucena Villaflor 550,Puerto Madero - Capital Federal,2500
2,,1,,1,,Contrafrente,1,,Oeste,5,8,45,48,,Amenabar 1400,Belgrano - Capital Federal,18000
4,30 años,2,,1,,,3,,,,,404,404,,Av Libertador 3752,Palermo - Capital Federal,8000
5,52 años,3,,,,,2,,,,,270,454,Dúplex,Juncal 1770,Recoleta - Capital Federal,5000
3,2 años,2,,1,,Frente,2,10600,Norte,,33,108,120,,Beruti Al 4600 (godoy Cruz),Belgrano - Capital Federal,65000
2,0 años,1,,,,Contrafrente,1,9000,,,,60,64,,Migueletes Al 800,Belgrano - Capital Federal,35000
2,0 años,1,,1,,Frente,1,4500,,,,59,68,Departamento,Olga Cossettini Al 1600,Puerto Madero - Capital Federal,1200
2,40 años,1,,,,Lateral,,,,,,,38,,Franklin Al 2000,Flores - Capital Federal,9800
3,8 años,2,,1,,Frente,2,13000,Norte,,1,78,84,,Humboldt 2045,Palermo Hollywood - Capital Federal,2200
2,2 años,1,,,,Contrafrente,1,1990,Oeste,,,32,35,,Balbin Ricardo Dr. A Entre Nuñez Y Azurduy Ju,Coghlan - Capital Federal,11000
2,10 años,2,,1,,Frente,1,6000,Norte,,,80,80,,"Depto. 2 Amb, C/ Balcón,  2 Baños Y Cochera. En Tronador",Coghlan - Capital Federal,35000
4,0 años,3,,1,,Frente,2,,Norte,,1,170,190,,Demaria 4450,Palermo - Capital Federal,62000
3,0 años,3,,1,,Frente,2,15000,,,,102,108,Departamento,Juana Manso Al 600,Puerto Madero - Capital Federal,2200
3,5 años,2,,1,,Contrafrente,2,14000,Norte,,,102,,,Beruti Al 4600,Palermo - Capital Federal,65000
3,0 años,3,,1,,Frente,2,15000,,,,102,108,Departamento,Juana Manso Al 600,Puerto Madero - Capital Federal,2200
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Recoleta - Capital Federal,1000
2,40 años,1,,,,Frente,1,2337,Norte,,,43,43,,Moldes Al 2000 Entre Echeverria Y Av. Juramento,Belgrano - Capital Federal,13000
6,,3,,1,,,4,,,,,600,600,Departamento,Olleros Al 2000,Belgrano - Capital Federal,8500
2,0 años,1,,1,,Contrafrente,1,,Oeste,,,53,63,,Concepción Arenal  2450,Palermo - Capital Federal,42750
3,0 años,2,,1,,Frente,2,18000,Oeste,,,165,,,Martha Salotti Al 500,Puerto Madero - Capital Federal,3500
3,,2,,,,,2,,,,,124,124,Departamento,Juana Manso 1800,Puerto Madero - Capital Federal,67000
5,0 años,2,,2,2,Frente,3,46500,,,4,200,240,Departamento,San Martin De Tours Al 3100,Palermo - Capital Federal,5000
4,15 años,2,,1,,Frente,3,9000,Este,,,80,84,,Correa Al 2600,Núñez - Capital Federal,48000
3,5 años,3,,1,2,Frente,2,,,,41,130,140,Departamento,Azucena Villaflor Al 500,Puerto Madero - Capital Federal,3900
6,10 años,2,,,,Frente,3,24000,Norte,,1,,,,Departamento De 6 Ambientes En Alquiler Arroyo Al 1000,Recoleta - Capital Federal,2800
5,0 años,2,,,,,3,32500,,,,198,220,Departamento,Castañeda Al 2000,Núñez - Capital Federal,5500
5,0 años,2,,1,,,4,,,,,150,150,Departamento,Migueletes Al 1000,Las Cañitas - Capital Federal,55000
2,6 años,2,,1,3,Frente,1,5000,,,14,45,45,Departamento,Av. San Juan  Al 3200,Boedo - Capital Federal,15000
6,35 años,3,,2,,Frente,4,30000,Norte,,1,290,340,,Av. De Los Incas Al 3300 Esquina Conde,Belgrano - Capital Federal,150000
3,12 años,2,,1,,Contrafrente,2,16000,,,26,130,142,Departamento,Oro Al 2800,Palermo Chico - Capital Federal,1050000
4,12 años,5,,2,,Frente,3,,Norte,,1,180,185,,Soldado De La Independencia Al 500,Las Cañitas - Capital Federal,4500
4,30 años,2,,1,,Frente,3,7000,Oeste,,1,173,196,,Tronador  Al 2600,Coghlan - Capital Federal,60000
4,20 años,2,,1,,Frente,3,16000,Norte,,1,111,130,,Avenida Coronel Diaz Al 2100,Palermo - Capital Federal,45000
4,0 años,4,,2,,,3,40000,,,,300,390,Departamento,Levenne Al 900,Recoleta - Capital Federal,7500
,0 años,2,,,,,2,6800,,,,55,60,,"Echeverria   2600, Piso",Belgrano - Capital Federal,17000
3,6 años,2,,1,,Lateral,2,,Norte,,,,80,,La Pampa Al 1200,Belgrano - Capital Federal,33000
6,40 años,2,,2,,Frente,4,37000,,,,270,294,Departamento,Av. Libertador Al 3100,Palermo - Capital Federal,4000
5,12 años,3,,2,,Frente,3,17821,,,,155,171,,Cazadores Al 2200,Belgrano - Capital Federal,2350
2,0 años,1,,,2,Frente,,3400,,,9,44,48,Departamento,Republica De Eslovenia Al 1800,Las Cañitas - Capital Federal,20000
3,40 años,2,,,,Contrafrente,2,,,,,125,125,Semi piso,Echeverria 2100,Belgrano - Capital Federal,29000
3,,2,,,,,2,,,,,126,126,Departamento,Ortiz De Ocampo 2600,Palermo Chico - Capital Federal,3400
3,0 años,2,,,,,2,,,,,,,,Ravignani 2100,Palermo Hollywood - Capital Federal,1600
3,0 años,4,,1,,Contrafrente,2,,Norte,,,120,130,,Migueletes Al 800,Las Cañitas - Capital Federal,2500
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
6,,3,,2,,,4,,,,,280,320,Tríplex,Cerviño 3500,Palermo Chico - Capital Federal,3500
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Palermo - Capital Federal,1000
4,75 años,2,,,,Frente,2,12500,,,8,190,220,Departamento,Copernico  Al 2300,Recoleta - Capital Federal,2700
4,20 años,2,,2,,,3,,,,,,150,,Aime Paime Al 1300,Puerto Madero - Capital Federal,3800
4,12 años,2,,1,2,Frente,2,15000,,,7,205,265,Departamento,Gorriti Al 6000,Palermo Hollywood - Capital Federal,2800
4,0 años,3,,1,,Frente,2,,Norte,,1,170,190,,Demaria 4450,Palermo - Capital Federal,1650
,0 años,2,,1,,,2,9000,,,1,,95,,La Pampa Al 700,Belgrano - Capital Federal,70000
3,0 años,3,,1,,,2,,,,,110,120,Departamento,Migueletes Al 800,Palermo - Capital Federal,3500
3,40 años,1,,,,Contrafrente,2,4300,,,,70,75,Departamento,Asunción Al 3800,Villa Devoto - Capital Federal,21000
3,5 años,2,,1,,Contrafrente,2,14000,Norte,,,102,,,Beruti Al 4600,Palermo - Capital Federal,2000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Recoleta - Capital Federal,1000
5,119 años,3,,2,,,4,26000,,,,276,276,Departamento,Salguero 2750,Palermo Chico - Capital Federal,9990
4,0 años,2,,,,,3,4400,,,,80,85,Departamento,Cuenca Al 800,Flores - Capital Federal,13800
5,0 años,2,,2,2,Frente,3,46500,,,4,200,240,Departamento,San Martin De Tours Al 3100,Palermo Chico - Capital Federal,5000
4,0 años,2,,1,,Frente,3,25000,Norte,,,215,250,,Arroyo Al 1000,Retiro - Capital Federal,2800
3,10 años,2,,1,,Frente,2,10000,,,,85,90,Departamento,Humboldt Al 2000,Palermo Hollywood - Capital Federal,2200
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
4,5 años,2,,,,Frente,3,8800,,,,92,103,,Bulnes Al 2700,Palermo Chico - Capital Federal,3300
6,35 años,3,,2,,Frente,4,30000,Norte,,1,290,340,,Av. De Los Incas Al 3300 Esquina Conde,Belgrano - Capital Federal,4000
1,2 años,1,,,,Lateral,,1900,Norte,,1,29,29,,Calderon De La Barca Al 1300,Monte Castro - Capital Federal,8300
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Recoleta - Capital Federal,1000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,900
5,3 años,4,,2,,Frente,3,,Norte,,1,211,224,,Castañeda Al 2000,Belgrano Chico - Capital Federal,5900
2,5 años,1,,1,,Frente,1,7780,,,,59,74,Departamento,Freire Al 2400,Coghlan - Capital Federal,20000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
6,20 años,5,,2,,Frente,4,50000,Norte,,1,290,315,,O Higgins Al 1600 Esquina Virrey Del Pino,Belgrano Barrancas - Capital Federal,5500
4,9 años,2,,2,,Frente,3,25000,Sur,,,123,138,,Aime Paine Al 1300 2º Piso Fte.,Puerto Madero - Capital Federal,2600
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
6,8 años,5,,2,,Frente,4,,Norte,,1,290,320,,Castañeda Al 2000,Belgrano Chico - Capital Federal,8200
5,35 años,3,,2,,Frente,4,30000,,,,220,257,,Libertador Al 2200,Palermo Chico - Capital Federal,3800
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
1,2 años,1,,,,Frente,1,,,,1,47,51,,Marcelo T. De Alvear Al 1500,Barrio Norte - Capital Federal,1000
2,40 años,1,,,,Frente,1,5800,Norte,,1,55,55,,Segui 4742,Palermo - Capital Federal,28000
4,30 años,2,,1,,Contrafrente,3,6000,,,,93,98,,Zapiola Al 1700,Belgrano - Capital Federal,30000
2,,1,,,,,1,,,,,51,51,Departamento,San Benito De Palermo 1600,Las Cañitas - Capital Federal,14500
2,2 años,1,,,,Lateral,1,1500,,,,39,,,Irigoyen Al 2300,Villa Real - Capital Federal,13500
2,40 años,1,,,,Frente,1,2300,,,14,35,45,Departamento,Fitz Roy 2400,Palermo - Capital Federal,14000
3,,1,,,,,2,,,,,50,56,,Dellepiane Norte 4900,Villa Lugano - Capital Federal,9000
2,10 años,1,,1,,Contrafrente,1,3900,,,1,,,,Manuel Ugarte Al 1500,Belgrano - Capital Federal,20000
7,15 años,6,,2,2,Frente,4,23000,,,10,344,394,Departamento,Av. Libertador   Al 5600,Belgrano - Capital Federal,2700
2,0 años,2,,,,Frente,1,4500,,,,50,53,Departamento,Monroe 2400,Belgrano - Capital Federal,22000
7,15 años,6,,2,2,Frente,4,23000,,,10,344,394,Departamento,Av. Libertador   Al 5600,Núñez - Capital Federal,2700
4,80 años,2,,,2,Frente,2,3400,,,8,85,85,Departamento,San Martin Al 1100,Barrio Norte - Capital Federal,26000
4,30 años,2,,1,,Frente,3,,Este,,1,130,145,Dúplex,Superi 1101,Colegiales - Capital Federal,28500
3,45 años,1,,,,,2,,,,,60,60,,Julian Alvarez Al 200,Villa Crespo - Capital Federal,25000
4,,2,,2,,,3,17000,,,,200,200,,Avenida De Los Incas 3423,Belgrano R - Capital Federal,2500
,0 años,2,,,,,1,,,,,100,130,,"Virrey Loreto  3000, Piso",Colegiales - Capital Federal,1800
